 ITERATION:            1           1
 PLATEAU:   322.809967    
 RATIO:  0.400000006    
 Trep:  0.193959519    
 Ze:   20.0000000    
 MICELLE LENGTH:   1.80000006E-06
 ALPHA:   1.00000000    
 PERSISTENCE:   9.00000003E-08
 DIAMETER:   4.99999997E-09
 FERROR1:  0.484049857    
 FERROR2:  0.389672577    
 FERROR3:  0.170329675    
 FERROR4:  -1.15793487E-02
 VERROR:  0.458860010    
 PERROR1:  0.501640320    
 PERROR2:  -5.51711721E-03
 PERROR3:  0.268192679    
 PERROR4:  -5.51711721E-03
 PERROR5: -0.179719359    
 G0:   217.050583    
 RATIO:  0.515240490    
 Ze:   18.6759415    
 Lp:   8.70470913E-08
 ITERATION:            2           1
 PLATEAU:   217.050583    
 RATIO:  0.515240490    
 Trep:  0.279681832    
 Ze:   18.6759415    
 MICELLE LENGTH:   2.05865013E-06
 ALPHA:   1.26632667    
 PERSISTENCE:   8.70470913E-08
 DIAMETER:   4.99999997E-09
 FERROR1:  0.821291566    
 FERROR2:   1.06823482E-02
 FERROR3: -0.169368938    
 FERROR4: -0.196328238    
 VERROR:  0.685240090    
 PERROR1:  0.141552180    
 PERROR2: -0.569650412    
 PERROR3: -0.165653467    
 PERROR4: -0.569650412    
 PERROR5: -0.663262308    
 G0:   217.050583    
 RATIO:  0.403344542    
 Ze:   17.0147495    
 Lp:   8.70470913E-08
 ITERATION:            2           2
 PLATEAU:   217.050583    
 RATIO:  0.403344542    
 Trep:  0.211491734    
 Ze:   17.0147495    
 MICELLE LENGTH:   1.87553678E-06
 ALPHA:   1.26632667    
 PERSISTENCE:   8.70470913E-08
 DIAMETER:   4.99999997E-09
 FERROR1:  0.304675758    
 FERROR2:   4.05462459E-03
 FERROR3: -0.159508720    
 FERROR4: -0.203189164    
 VERROR:  0.240210518    
 PERROR1:  0.140254959    
 PERROR2: -0.166697845    
 PERROR3: -0.124175809    
 PERROR4: -0.166697845    
 PERROR5: -0.663262308    
 G0:   217.050583    
 RATIO:  0.409187973    
 Ze:   16.0038967    
 Lp:   8.70470913E-08
 ITERATION:            2           3
 PLATEAU:   217.050583    
 RATIO:  0.409187973    
 Trep:  0.175992399    
 Ze:   16.0038967    
 MICELLE LENGTH:   1.76411038E-06
 ALPHA:   1.26632667    
 PERSISTENCE:   8.70470913E-08
 DIAMETER:   4.99999997E-09
 FERROR1:   3.63917425E-02
 FERROR2:  -3.17295454E-03
 FERROR3: -0.168104470    
 FERROR4: -0.195239469    
 VERROR:   2.90401373E-02
 PERROR1:  0.155372858    
 PERROR2:   7.50736967E-02
 PERROR3: -0.103222489    
 PERROR4:   7.50736967E-02
 PERROR5: -0.663262308    
 G0:   199.245743    
 RATIO:  0.685368717    
 Ze:   15.1380129    
 Lp:   7.69634951E-08
 ITERATION:            3           1
 PLATEAU:   199.245743    
 RATIO:  0.685368717    
 Trep:  0.145965144    
 Ze:   15.1380129    
 MICELLE LENGTH:   1.64686980E-06
 ALPHA:   1.41353190    
 PERSISTENCE:   7.69634951E-08
 DIAMETER:   4.99999997E-09
 FERROR1:   4.74991053E-02
 FERROR2: -0.116625234    
 FERROR3: -0.266137511    
 FERROR4: -0.321017206    
 VERROR:   3.40881431E-03
 PERROR1:   1.18412096E-02
 PERROR2:  -5.51711721E-03
 PERROR3: -0.215734035    
 PERROR4:  -5.51711721E-03
 PERROR5: -0.663262308    
 G0:   201.020676    
 RATIO:   1.07439280    
 Ze:   14.3089657    
 Lp:   6.80479957E-08
 ITERATION:            4           1
 PLATEAU:   201.020676    
 RATIO:   1.07439280    
 Trep:  0.107373111    
 Ze:   14.3089657    
 MICELLE LENGTH:   1.47260721E-06
 ALPHA:   1.51238847    
 PERSISTENCE:   6.80479957E-08
 DIAMETER:   4.99999997E-09
 FERROR1:  -1.19595602E-02
 FERROR2: -0.155331135    
 FERROR3: -0.286787152    
 FERROR4: -0.393300205    
 VERROR:  -4.84261699E-02
 PERROR1:  -2.38178782E-02
 PERROR2:  -5.51711721E-03
 PERROR3: -0.210884109    
 PERROR4:  -5.51711721E-03
 PERROR5: -0.502081990    
 G0:   208.885925    
 RATIO:   1.41071022    
 Ze:   14.0786018    
 Lp:   6.19925586E-08
 ITERATION:            5           1
 PLATEAU:   208.885925    
 RATIO:   1.41071022    
 Trep:   8.94408226E-02
 Ze:   14.0786018    
 MICELLE LENGTH:   1.37435359E-06
 ALPHA:   1.57470572    
 PERSISTENCE:   6.19925586E-08
 DIAMETER:   4.99999997E-09
 FERROR1:  -3.20021547E-02
 FERROR2: -0.142067224    
 FERROR3: -0.269335538    
 FERROR4: -0.431483537    
 VERROR:  -7.30759129E-02
 PERROR1:  -7.38074705E-02
 PERROR2:  -5.51711721E-03
 PERROR3: -0.165707424    
 PERROR4:  -5.51711721E-03
 PERROR5: -0.340900749    
 G0:   222.272888    
 RATIO:   1.61851895    
 Ze:   14.1796513    
 Lp:   5.81912296E-08
 ITERATION:            6           1
 PLATEAU:   222.272888    
